!Maximum Isolated Facility Diversion at Hood
IsolatedFacility
month	capacity	minbypass	perc_flow	CCWDmax
1	9000.		0.     		1.    		999999
2	9000. 		0.     		1.    		999999
3	9000. 		0.     		1.    		999999
4	9000. 		0.     		1.    		999999
5	9000. 		0.     		1.    		999999
6	9000. 		0.     		1.    		999999
7	9000. 		0.     		1.     		999999
8	9000. 		0.     		1.     		999999
9	9000.		0.     		1.     		999999
10	9000.		0.     		1.     		999999
11	9000.		0.     		1.     		999999
12	9000. 		0.     		1.     		999999

