!A. Fock 2005/09/21 
!EC in mS/cm, water quality assumption for flow upstream of SJR Lander Ave. 
EC_US_Lander
Month	EC_C_GRAVF	EC_C_FRSNO	EC_C_CHOWR	EC_I_EASTBYP	EC_I_MDOTA	EC_I611	EC_R_CHOWR2A 	EC_R_CHOWR2B
1	100		100		100		100		100		100	100		100
2	100		100		100		100		100		100	100		100
3	100		100		100		100		100		100	100		100
4	100		100		100		100		100		100	100		100
5	100		100		100		100		100		100	100		100
6	100		100		100		100		100		100	100		100
7	100		100		100		100		100		100	100		100
8	100		100		100		100		100		100	100		100
9	100		100		100		100		100		100	100		100
10	100		100		100		100		100		100	100		100
11	100		100		100		100		100		100	100		100
12	100		100		100		100		100		100	100		100
