!Maximum Isolated Facility Diversion at Hood D400
IsolatedFacility
month	capacity	minbypass	perc_flow	CCWDmax
1	15000.		0.     		1.    		999999
2	15000. 		0.     		1.    		999999
3	15000. 		0.     		1.    		999999
4	15000. 		0.     		1.    		999999
5	15000. 		0.     		1.    		999999
6	15000. 		0.     		1.    		999999
7	15000. 		0.     		1.     		999999
8	15000. 		0.     		1.     		999999
9	15000.		0.     		1.     		999999
10	15000.		0.     		1.     		999999
11	15000.		0.     		1.     		999999
12	15000. 		0.     		1.     		999999

