wsi_di_CVP_SYS
wsi     di
0.0 0.0
500.0 500.0
1000.0 1000.0
1500.0 1500.0
2000.0 2000.0
2500.0 2500.0
3000.0 3000.0
3500.0 3500.0
4000.0 4000.0
4500.0 4500.0
5000.0 5000.0
5500.0 5500.0
6000.0 6000.0
6500.0 6500.0
7000.0 7000.0
7500.0 7500.0
8000.0 8000.0
8500.0 8500.0
9000.0 9000.0
9500.0 9500.0
10000.0 10000.0
10500.0 10500.0
11000.0 11000.0
11500.0 11500.0
12000.0 12000.0
12500.0 12500.0
13000.0 13000.0
13500.0 13500.0
14000.0 14000.0
14500.0 14500.0
15000.0 15000.0
15500.0 15500.0
16000.0 16000.0
16500.0 16500.0
17000.0 17000.0
17500.0 17500.0
18000.0 18000.0
18500.0 18500.0
19000.0 19000.0
19500.0 19500.0
20000.0 19500.0
